年份,城市,省份,省份代码,城市代码,地区生产总值(万元),"常住人口
(万人)","户籍人口数
(万人)","行政区域土地面积
(平方公里)",进出口总额（百万人民币）,出口总额(百万人民币),进口总额(百万人民币),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),普通高等学校在校学生数(万人),互联网宽带接入用户(万人）),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),"一般公共预算支出_教育
(万元)","一般公共预算
支出_科学技术(万元)","一般公共预算支出
(万元)","一般公共
预算收入
(万元)","移动电话年末用户数
(万户)"
2017,唐山市,河北省,130000,130200,59169484.0,769.5879,755.4303,14198,66928.23027,36903.785886,30024.444384,4657295.0,31681951.0,22830238.0,0.0787110970918726,0.535444098177364,0.385844804730763,12.3287,5416.0,52128625.0,87484040.0,1337546.0,71110.0,6626323.0,3803481.0,954.0
2018,唐山市,河北省,130000,130200,63000340.0,770.4522,758.0752,14198,60157.6172883894,32128.0124866254,28029.604801764,4931480.0,33198377.0,24870483.0,0.0782770378699544,0.526955521192425,0.39476744093762,13.3291,6347.0,55317926.0,93697719.0,1451959.0,89057.0,7492880.0,4324347.0,1002.0
2019,唐山市,河北省,130000,130200,68899893.0,771.0852,756.4184,14198,73453.02048,29465.97696,43987.04352,5312271.0,36011504.0,27576118.0,0.0771012953532453,0.522664149855791,0.400234554790963,14.9863,6885.455,60848002.0,101379765.0,1560263.0,98211.0,7975076.0,4653484.0,974.0
2020,唐山市,河北省,130000,130200,71805902.0,771.8498,752.0913,13802,102093.230102227,35035.5971669472,67057.63293528,5934416.0,38293745.0,27577741.0,0.0826452399414187,0.533295229687387,0.384059530371194,17.2988,7478.096,69362376.0,111801492.0,1657621.0,123386.0,9262511.0,5070993.0,970.0
2021,唐山市,河北省,130000,130200,82306255.0,769.7,751.1834,13805,142448.411244661,41592.978368205,100855.432876456,6065411.0,45341532.0,30899312.0,0.0736931962218424,0.550888046115086,0.375418757663072,19.7016,8063.0,77481030.0,118807468.0,1785522.0,134692.0,9214638.0,5527064.0,967.0
2022,唐山市,河北省,130000,130200,89007400.0,770.6,750.6789,13805,150566.525397289,57620.8606659626,92945.6647313268,6384076.0,49277011.0,33346313.0,0.0717252273406481,0.553628248887171,0.374646523772181,20.9765,8773.0,88992371.0,134284107.0,1851265.0,105424.0,9369039.0,5426589.0,970.0
2023,唐山市,河北省,130000,130200,91332000.0,771.95,745.7386,13805,164633.522633543,57983.0845943733,106650.43803917,6552000.0,46600000.0,38180000.0,0.0717382735514387,0.510226426663163,0.418035299785398,22.4,9334.0,101880592.0,146461292.0,1830022.0,121353.0,10015337.0,5814346.0,966.0
2024,唐山市,河北省,130000,130200,100039000.0,772.28,744.102947486938,13805,148404.0,47658.0,100746.0,6611000.0,50428000.0,43000000.0,0.0660842271514109,0.504083407471086,0.429832365377503,23.1,1978.4,113525000.0,157770200.0,1898730.9545,120102.3482,10297000.0,5780000.0,883.3
2000,秦皇岛市,河北省,130000,130300,2315954.41,275.42,266.29,7812,5293.871232,1936.814464,3357.056768,360088.41,863931.0,1091935.0,0.155481648708275,0.373034545183469,0.471483806108256,3.92,,2345935.0,3065832.0,35646.3803,5191.2094,193900.0,128361.0,17.0
2001,秦皇岛市,河北省,130000,130300,2695706.02,277.936,268.2,7812,5354.22576,2106.91035,3247.31541,381061.02,984390.0,1330255.0,0.141358522469746,0.36516964116139,0.493471836368863,5.412,1090.0,2596783.0,3518881.0,41702.2276,5191.7177,238800.0,148434.0,27.0
2002,秦皇岛市,河北省,130000,130300,2970734.48,280.452,270.46,7812,6499.932339,2915.538025,3584.394314,391863.48,1146641.0,1432230.0,0.131907944866214,0.38597895830798,0.482113096825806,6.904,3229.327,2880466.0,4054862.0,48972.9544,5190.5258,299600.0,145698.0,47.0
2003,秦皇岛市,河北省,130000,130300,3418927.49,282.968,273.29,7523,13952.70444,8330.05557,5622.64887,354820.49,1490177.0,1573930.0,0.103781227018652,0.435860954746367,0.460357818234981,8.396,3980.0,3201960.0,4691504.0,57736.0,5193.3216,363100.0,161061.0,84.0
2004,秦皇岛市,河北省,130000,130300,4057991.09,285.484,275.82,7523,18252.4132,13317.453968,4934.959232,422891.09,1797100.0,1838000.0,0.104211931623536,0.442854594833524,0.45293347354294,9.888,3134.3425,3507096.0,5439984.0,71529.0,5186.7668,422400.0,190322.0,115.0
2005,秦皇岛市,河北省,130000,130300,4328724.95,288.0,278.64,7523,21857.503525,15077.561103,6779.942422,484916.0,1871277.8,1972531.15,0.112022825566683,0.432293070503359,0.455684103929958,11.38,2288.685,3673472.0,6250104.0,80718.0,5202.153,440826.0,257879.0,116.0
2006,秦皇岛市,河北省,130000,130300,5100548.65,290.47,280.54,7523,23060.583886,15626.641232,7433.942654,594993.0,2156320.75,2349234.9,0.116652744798346,0.422762510068402,0.460584745133251,11.912,2811.683,4387859.0,7098931.0,92562.0,5166.139,554172.0,325259.0,119.0
2007,秦皇岛市,河北省,130000,130300,6182581.33,293.0,283.31,7523,26917.3996,16309.89564,10607.50396,780719.0,2746298.11,2655564.22,0.126277190436895,0.44419926943363,0.429523540129475,12.444,3471.529,5119554.0,8321314.0,112702.0,5251.0,723444.0,416469.0,137.0
2008,秦皇岛市,河北省,130000,130300,7260371.8,295.74,285.85,7523,34741.47373,21737.885196,13003.588534,923490.0,3281079.19,3055802.61,0.127195965363647,0.451916138785069,0.420887895851284,12.976,3826.884,5467787.0,10138336.0,159845.0,5069.0,941871.0,486800.0,152.0
2009,秦皇岛市,河北省,130000,130300,7677275.58,297.8,287.24,7523,22649.41008,11051.12349,11598.28659,1023509.0,3274747.72,3379018.86,0.133316694097361,0.426550758257397,0.440132547645242,13.508,4516.851,7304219.0,12882264.0,178492.0,5986.0,1037192.0,563332.0,201.0
2010,秦皇岛市,河北省,130000,130300,8780773.09,299.01,288.3,7523,23756.274045,12757.52892,10998.745125,1313148.14,3691764.48,3775860.47,0.149548123672104,0.420437294320289,0.430014582007608,14.04,5455.639,8960192.0,15040636.0,216983.0,7799.0,1357443.0,720200.0,241.0
2011,秦皇岛市,河北省,130000,130300,10122480.6,300.73,289.8,7802,28088.5073912,14351.066072,13737.4413192,1455659.43,4165947.32,4500873.85,0.143804615441792,0.411553993988391,0.444641390569817,14.55,5233.645,10394096.0,16638434.0,255379.0,10790.0,1686186.0,866439.0,321.0
2012,秦皇岛市,河北省,130000,130300,10831374.44,301.95,291.2208,7802,27850.4911875,15703.5873125,12146.903875,1570226.12,4475008.79,4786139.53,0.144970163177186,0.413152441067304,0.44187739575551,15.5563,5719.603,11802797.0,18785380.0,348835.0,11971.0,1999739.0,1086622.0,293.0
2013,秦皇岛市,河北省,130000,130300,11157633.23,303.97,292.7177,7802,27082.8636,14975.1576,12107.706,1709838.58,4395325.59,5052469.06,0.153243841660137,0.393929922179383,0.45282623616048,16.99,5346.979,13071220.0,20921253.0,334332.0,13887.0,2003166.0,1095028.0,343.0
2014,秦皇岛市,河北省,130000,130300,11463785.66,305.68,295.0527,7802,26493.8964,17531.5512,8962.3452,1746840.28,4422829.0,5294116.38,0.152379007407227,0.385808766072132,0.461812226520641,15.502,5530.0,15152243.0,22782676.0,358495.0,18960.0,2119627.0,1136584.0,326.0
2015,秦皇岛市,河北省,130000,130300,11925956.08,306.16,295.6374,7802,28675.5536,18548.1752,10127.3784,1741534.28,4386583.18,5797838.62,0.146028902699095,0.367818156512949,0.486152940787956,15.5292,4917.0,15004102.0,23908190.0,424258.0,9195.0,2282969.0,1143620.0,344.0
2016,秦皇岛市,河北省,130000,130300,12529618.0,308.13,297.5008,7802,29182.878627,19649.583975,9533.294652,1900319.0,4433319.48,6195979.52,0.151666156142989,0.353827186112138,0.494506657744873,15.4101,4755.0,15264501.0,25848868.0,484208.0,29152.0,2455712.0,1160083.0,356.0
2017,秦皇岛市,河北省,130000,130300,14005993.0,309.5,298.3504,7802,33712.952724,21479.16375,12233.788974,1930207.0,4874308.61,7201477.39,0.137812934791557,0.348015925040088,0.514171140168355,15.3914,5416.0,16994447.0,28354675.0,508832.0,30410.0,2626987.0,1185525.0,401.0
2018,秦皇岛市,河北省,130000,130300,15073259.0,311.43,300.0817,7803,35500.0701410376,23797.4448318312,11702.6253092064,2032564.0,5096987.0,7943708.0,0.13484568930979,0.338147642789127,0.527006667901082,15.1259,6347.0,19345424.0,32219920.0,556567.0,30638.0,2912487.0,1334339.0,413.0
2019,秦皇岛市,河北省,130000,130300,16120304.2,312.45,301.361,7802,35906.485545,22801.819005,13104.66654,2063238.0,5225214.36,8831851.84,0.127990016466315,0.324138694603542,0.547871288930143,15.287,6885.455,22059692.0,36219883.0,607284.0,31044.0,3179413.0,1441360.0,407.0
2020,秦皇岛市,河北省,130000,130300,16704481.59,313.98,300.1796,7802,35744.7858506928,20606.0018638608,15138.783986832,2331079.01,5523970.46,8849432.12,0.139548120511293,0.330687931273897,0.52976394821481,14.9691,7478.096,24554894.0,40574297.0,611296.0,22078.0,3402821.0,1584886.0,396.0
2021,秦皇岛市,河北省,130000,130300,18437440.0,313.43,300.292,7802,40054.071583416,23514.952532742,16539.119050674,2395122.0,6570906.0,9471412.0,0.129905344776715,0.356389281809188,0.513705373414096,15.161,8063.0,26883022.0,44948444.0,584892.0,28114.0,3109139.0,1722152.0,385.0
2022,秦皇岛市,河北省,130000,130300,19005992.0,309.81,300.0363,7802,45627.0244364487,27771.2295610849,17855.7948753638,2518673.0,6365851.0,10121468.0,0.132519944236533,0.334939160239571,0.532540895523896,15.6516,8773.0,29692558.0,48888469.0,627220.0,20585.0,3161096.0,1718846.0,388.0
2023,秦皇岛市,河北省,130000,130300,20010100.0,310.74,299.0935,7802,42453.7987875891,27068.6266632459,15385.1721243432,2599500.0,6404100.0,11006500.0,0.129909395755144,0.320043378094063,0.550047226150794,15.58,9334.0,33125344.0,53957945.0,639980.0,20940.0,3781518.0,1725315.0,386.0
2024,秦皇岛市,河北省,130000,130300,21285000.0,311.14,298.523065861193,7802,41469.8685,27769.5143,13700.3542,2648000.0,6659000.0,11978000.0,0.12440685929058,0.312849424477331,0.562743716232088,15.91,1978.4,35747700.0,60456400.0,663417.8395,20644.4549,3718000.0,1741698.0,430.21
2000,邯郸市,河北省,130000,130400,5080965.0,838.77,838.48,12062,6068.52268540204,2275.79573605393,3792.72694934811,916984.0,2256209.0,1907772.0,0.180474378390719,0.444051277660838,0.375474343948443,2.4,,3692747.0,4463779.0,63653.0217,7443.4794,306065.0,233796.0,27.0
2001,邯郸市,河北省,130000,130400,5467910.0,844.876666666667,844.33,12062,6104.90624464794,2272.68645467195,3832.21978997599,945118.0,2572316.0,1950476.0,0.172848126615105,0.470438613656772,0.356713259728123,2.69116,1090.0,4208550.0,5199988.0,76760.4738,8284.9486,382806.0,259180.0,40.0
2002,邯郸市,河北省,130000,130400,6152079.0,850.983333333333,849.93,12062,6036.01281968201,2280.19574937034,3755.81707031167,997763.0,2950970.0,2203346.0,0.16218306039308,0.479670368342149,0.358146571264771,3.18902,3229.327,4796466.0,6059667.0,93007.7058,9221.7572,433135.0,242799.0,60.0
2003,邯郸市,河北省,130000,130400,7032830.0,857.09,857.09,12062,6162.64094504298,2259.45595281545,3903.18499222753,1042333.0,3606754.0,2383743.0,0.148209611209143,0.512845326845665,0.338945061945191,3.68688,3980.0,5466587.0,7063864.0,113244.0,10264.7317,483180.0,253937.0,100.0
2004,邯郸市,河北省,130000,130400,8460482.0,863.35,863.35,12062,5943.57008,2317.255696,3626.314384,1299170.0,4225965.0,2935347.0,0.153557445072278,0.499494591442899,0.346947963484823,4.18474,3134.3425,5941022.0,8462121.0,138929.0,11425.9302,636700.0,340510.0,141.0
2005,邯郸市,河北省,130000,130400,10026784.0,865.6,871.43,12062,7811.523203,2617.575818,5193.947385,1554309.0,5263331.0,3209144.0,0.155015705933228,0.524927135161184,0.320057158905587,4.6826,2288.685,6475575.0,10162070.0,170240.0,12718.7837,838438.0,432148.0,188.0
2006,邯郸市,河北省,130000,130400,11923857.0,871.54,884.12,12062,8248.8359936,3193.662516,5055.1734776,1680931.0,5987879.0,4255047.0,0.140972086464975,0.502176351158857,0.356851562376167,5.1189,2811.683,7539530.0,11695469.0,193898.0,14158.2523,1095592.0,528139.0,215.0
2007,邯郸市,河北省,130000,130400,14547023.0,875.87,896.3597,12062,13966.79908,6356.63984,7610.15924,2087044.0,7552133.0,4907846.0,0.143468804579466,0.519153162815512,0.337378032605022,5.5267,3471.529,8002203.0,12452571.0,311162.0,15761.0,1303088.0,694588.0,278.0
2008,邯郸市,河北省,130000,130400,17267465.0,881.57,928.0819,12062,20754.389585,7146.577351,13607.812234,2312742.0,9718793.0,5235930.0,0.133936394253586,0.562838436330984,0.30322516941543,5.7218,3826.884,8521024.0,14747502.0,391310.0,17851.0,1549911.0,774586.0,371.0
2009,邯郸市,河北省,130000,130400,18338177.0,887.86,942.7682,12062,18293.00814,3797.07966,14495.92848,2469162.0,9769758.0,6099257.0,0.134645990165762,0.532755137001895,0.332598872832343,7.1941,4516.851,11335732.0,18486892.0,494687.0,20145.0,1977222.0,871760.0,399.0
2010,邯郸市,河北省,130000,130400,20621300.0,918.81,963.499,12062,20847.48759,5984.711865,14862.775725,3079526.0,11176233.0,6365541.0,0.149337141693298,0.541975190700877,0.308687667605825,7.4765,5455.639,13187365.0,21314976.0,579187.0,21509.0,2638552.0,1158975.0,456.0
2011,邯郸市,河北省,130000,130400,23810338.0,923.92,979.9478,12062,24848.3018188,9140.6293948,15707.672424,2914992.0,13355686.0,7539660.0,0.12242547753837,0.560919630792305,0.316654891669324,8.0977,5233.645,15350788.0,24909964.0,701344.0,26699.0,3286308.0,1589504.0,538.0
2012,邯郸市,河北省,130000,130400,25672348.0,928.64,993.0611,12065,23498.28125,9265.803125,14232.478125,3074741.0,14228320.0,8369287.0,0.119768593040263,0.554227451263905,0.326003955695833,8.4411,5719.603,18411645.0,29244938.0,953544.0,48570.0,3795561.0,1846504.0,621.0
2013,邯郸市,河北省,130000,130400,25949425.0,932.51,994.0196,12065,22335.713868,8463.750984,13871.962884,3037358.0,14174446.0,8737621.0,0.117049144634226,0.546233529259319,0.336717326106455,8.418,5346.979,20949792.0,34314866.0,854747.0,54004.0,3671338.0,1726514.0,652.0
2014,邯郸市,河北省,130000,130400,26195638.0,937.39,1029.4823,12065,21955.657188,10175.486772,11780.170416,3011373.0,13923719.0,9260546.0,0.114957039794183,0.531528149839298,0.35351481036652,5.7327,5530.0,23648387.0,37475742.0,905431.0,67640.0,4046724.0,1831617.0,717.0
2015,邯郸市,河北省,130000,130400,26393743.0,943.3,1049.6969,12065,18467.51742,10886.994064,7580.523356,2875406.0,13341442.0,10176895.0,0.10894271418798,0.505477453501006,0.385579832311014,5.8496,4917.0,28037521.0,41395294.0,1006026.0,41304.0,5156300.0,1906215.0,711.0
2016,邯郸市,河北省,130000,130400,29762614.0,949.28,1054.7034,12065,16755.799557,10438.706565,6317.092992,2848525.0,14848257.0,12065832.0,0.0957081592362821,0.498889546462552,0.405402294301166,5.7383,4755.0,31292456.0,46210917.0,1066510.0,44242.0,5316404.0,2045018.0,805.0
2017,邯郸市,河北省,130000,130400,31549816.0,951.11,1051.4497,12065,14759.907426,9096.970212,5662.937214,3068526.0,15190412.0,13290878.0,0.0972597114354011,0.481473869768369,0.42126641879623,6.0299,5416.0,35461900.0,53581305.0,1163136.0,50523.0,5470074.0,2201150.0,867.0
2018,邯郸市,河北省,130000,130400,32592244.0,952.81,1057.537,12065,14455.1511098478,9817.1662273068,4637.984882541,3133430.0,15117585.0,14341229.0,0.0961403578102815,0.46383995529734,0.440019686892378,6.5427,6347.0,36613895.0,56536953.0,1193602.0,53089.0,6259998.0,2433970.0,958.0
2019,邯郸市,河北省,130000,130400,34860371.0,954.97,1061.227,12065,24284.3,12140.0,12144.3,3423703.0,15316279.0,16120389.0,0.0982118922371767,0.439360757233479,0.462427350529345,7.22,6885.455,41562822.0,64428167.0,1358561.0,66530.0,6972080.0,2620683.0,986.0
2020,邯郸市,河北省,130000,130400,36142461.0,941.49,1057.3044,11868,21085.2622520928,15719.7152956608,5365.546956432,3766602.0,15749455.0,16626404.0,0.104215426835489,0.435760448077955,0.460024125086557,7.9305,7478.096,49092961.0,73378819.0,1479572.0,69913.0,7892357.0,2878178.0,992.0
2021,邯郸市,河北省,130000,130400,41148208.0,936.69,1060.7792,11879,27856.848832098,20739.571309215,7117.277522883,3915142.0,18956808.0,18276258.0,0.0951473269504227,0.460695833947374,0.444156839102203,8.2779,8063.0,57444775.0,82871820.0,1461664.0,72454.0,7504067.0,3140657.0,997.0
2022,邯郸市,河北省,130000,130400,43463409.0,928.09,1064.2996,11879,31344.8011303832,23663.2295013702,7681.571629013,4398438.0,19525230.0,19539741.0,0.101198642747972,0.449233745102691,0.449567612149337,8.3432,8773.0,67417749.0,92735713.0,1818207.0,97443.0,8456166.0,3552415.0,1009.0
2023,邯郸市,河北省,130000,130400,43821000.0,917.31,1066.9989,11879,24294.9910370214,13891.1314668264,10403.859570195,4495000.0,18072000.0,21254000.0,0.102576390315146,0.412405011295954,0.4850185983889,8.59413751317315,9334.0,77626426.0,103209300.0,1833098.0,116781.0,8716485.0,3760253.0,1010.0
2024,邯郸市,河北省,130000,130400,47043000.0,918.21,1069.31927837704,11879,29230.3881,14155.3881,15075.0,4506000.0,18617000.0,23920000.0,0.0957847076079332,0.395744319027273,0.508470973364794,8.8275218856702,1978.4,87997000.0,110841000.0,1879542.0,137430.0,9420976.0,3795417.0,1052.8
2000,邢台市,河北省,130000,130500,3703900.0,664.49,658.94,12486,4394.20561279046,3648.93465597993,745.270956810525,783900.0,1933300.0,986700.0,0.211641782985502,0.521963335943195,0.266394881071303,1.39,,2801966.0,3422498.0,51844.4471,2182.3925,219457.0,134212.0,21.0
2001,邢台市,河北省,130000,130500,4063400.0,667.592,661.36,12486,4438.51638276711,3648.33509694855,790.181285818557,818000.0,2131700.0,1113700.0,0.201309248412659,0.524609932568785,0.274080819018556,5.5970772663084,1090.0,3018917.0,3956964.0,60995.6243,2505.2085,267537.0,144517.0,34.0
2002,邢台市,河北省,130000,130500,4394000.0,670.694,663.8,12486,4503.0332179538,3647.98018993911,855.053028014686,846800.0,2323200.0,1224000.0,0.192717341829768,0.528720983158853,0.278561675011379,5.50199809542649,3229.327,3257672.0,4575727.0,72016.314,2875.7975,303524.0,128359.0,60.0
2003,邢台市,河北省,130000,130500,5146000.0,673.796,667.4,12486,4604.32862968714,3653.53999060413,950.788639083007,953000.0,2808900.0,1384100.0,0.185192382432958,0.545841430237077,0.268966187329965,5.60636833109103,3980.0,3520832.0,5292213.0,85336.0,3301.233,357090.0,148625.0,93.0
2004,邢台市,河北省,130000,130500,6355800.0,676.898,671.97,12486,4653.465264,3556.872032,1096.593232,1126600.0,3626200.0,1603000.0,0.177255420246074,0.570534000440542,0.252210579313383,5.49199810743053,3134.3425,3863898.0,6217646.0,97918.0,3789.6358,411611.0,180005.0,106.0
2005,邢台市,河北省,130000,130500,6807500.0,680.0,675.08,12486,5969.537541,4412.213454,1557.324087,1243300.0,3900700.0,1663500.0,0.182636797649651,0.573000367242013,0.244362835108336,5.61756577815095,2288.685,3730935.0,6982917.0,119773.0,4350.33,518765.0,218518.0,133.0
